is-edible,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-color,has-ring,ring-type,spore-print-color,habitat,season
False,13.0,2.0,2.0,1.0,False,2.0,0.4,10.0,17.3,17.19,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,13.06,6.0,2.0,1.0,False,2.0,0.4,10.0,16.9,17.38,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,17.23,6.0,3.0,6.0,False,2.0,0.4,10.0,17.63,17.92,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,14.39,6.0,2.0,1.0,False,2.0,0.4,10.0,16.98,17.48,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.56,2.0,2.0,6.0,False,2.0,0.4,10.0,17.28,16.99,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.2,6.0,2.0,6.0,False,2.0,0.4,10.0,16.91,16.9,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,13.9,2.0,3.0,1.0,False,2.0,0.4,10.0,17.81,17.77,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,16.38,2.0,2.0,6.0,False,2.0,0.4,10.0,18.36,17.99,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.3,6.0,3.0,1.0,False,2.0,0.4,10.0,17.6,17.52,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,15.95,2.0,2.0,6.0,False,2.0,0.4,10.0,16.42,16.65,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.58,6.0,2.0,6.0,False,2.0,0.4,10.0,18.26,18.12,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,14.1,2.0,2.0,6.0,False,2.0,0.4,10.0,16.94,16.76,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.81,2.0,3.0,6.0,False,2.0,0.4,10.0,17.22,17.11,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,14.67,2.0,3.0,6.0,False,2.0,0.4,10.0,17.2,16.77,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.23,2.0,3.0,1.0,False,2.0,0.4,10.0,17.22,17.23,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.78,2.0,2.0,1.0,False,2.0,0.4,10.0,17.44,17.13,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.08,6.0,2.0,1.0,False,2.0,0.4,10.0,17.09,17.8,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.0,6.0,2.0,1.0,False,2.0,0.4,10.0,16.96,17.22,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.76,2.0,2.0,6.0,False,2.0,0.4,10.0,18.14,17.54,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.89,6.0,2.0,1.0,False,2.0,0.4,10.0,17.78,18.07,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,13.05,2.0,2.0,1.0,False,2.0,0.4,10.0,17.32,17.17,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,13.03,2.0,3.0,1.0,False,2.0,0.4,10.0,17.05,17.07,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,14.07,2.0,2.0,6.0,False,2.0,0.4,10.0,16.98,17.76,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.09,2.0,2.0,6.0,False,2.0,0.4,10.0,17.45,18.15,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,12.22,2.0,3.0,6.0,False,2.0,0.4,10.0,18.19,17.62,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.12,6.0,2.0,1.0,False,2.0,0.4,10.0,17.03,17.2,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,18.04,2.0,2.0,1.0,False,2.0,0.4,10.0,18.86,19.79,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,12.27,2.0,2.0,6.0,False,2.0,0.4,10.0,16.15,17.17,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.03,2.0,2.0,6.0,False,2.0,0.4,10.0,19.34,19.37,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,16.51,6.0,2.0,6.0,False,2.0,0.4,10.0,18.38,18.29,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,14.96,2.0,3.0,6.0,False,2.0,0.4,10.0,18.26,18.28,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.9,2.0,3.0,1.0,False,2.0,0.4,10.0,17.34,17.54,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.48,6.0,2.0,1.0,False,2.0,0.4,10.0,19.22,18.14,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.63,2.0,3.0,6.0,False,2.0,0.4,10.0,17.72,16.82,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,14.8,6.0,2.0,6.0,False,2.0,0.4,10.0,17.94,17.42,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.0,6.0,3.0,6.0,False,2.0,0.4,10.0,17.67,17.96,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.07,2.0,3.0,6.0,False,2.0,0.4,10.0,16.97,17.51,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.12,6.0,3.0,1.0,False,2.0,0.4,10.0,17.96,17.89,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.82,2.0,3.0,6.0,False,2.0,0.4,10.0,16.86,17.14,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,17.23,6.0,3.0,1.0,False,2.0,0.4,10.0,18.51,18.59,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,12.57,6.0,2.0,6.0,False,2.0,0.4,10.0,16.62,15.7,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.85,6.0,3.0,6.0,False,2.0,0.4,10.0,17.36,16.46,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,12.55,6.0,2.0,1.0,False,2.0,0.4,10.0,16.97,17.39,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.53,6.0,2.0,1.0,False,2.0,0.4,10.0,16.65,16.91,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,16.84,6.0,3.0,1.0,False,2.0,0.4,10.0,17.3,17.27,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.73,6.0,3.0,6.0,False,2.0,0.4,10.0,17.58,17.59,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,11.46,6.0,3.0,6.0,False,2.0,0.4,10.0,17.56,18.39,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.06,2.0,2.0,6.0,False,2.0,0.4,10.0,15.77,16.1,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,16.15,6.0,3.0,1.0,False,2.0,0.4,10.0,18.25,17.67,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.78,2.0,3.0,6.0,False,2.0,0.4,10.0,17.18,17.6,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.77,2.0,3.0,1.0,False,2.0,0.4,10.0,18.81,19.23,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,17.32,2.0,2.0,6.0,False,2.0,0.4,10.0,17.67,17.83,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,18.65,6.0,3.0,1.0,False,2.0,0.4,10.0,18.6,19.03,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.11,2.0,3.0,1.0,False,2.0,0.4,10.0,16.87,16.23,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,16.25,2.0,2.0,6.0,False,2.0,0.4,10.0,17.32,17.6,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.59,6.0,2.0,6.0,False,2.0,0.4,10.0,18.58,18.87,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,17.3,2.0,2.0,6.0,False,2.0,0.4,10.0,17.39,18.35,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,12.13,2.0,2.0,1.0,False,2.0,0.4,10.0,16.66,16.62,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,12.29,6.0,3.0,1.0,False,2.0,0.4,10.0,16.45,15.65,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.74,6.0,3.0,6.0,False,2.0,0.4,10.0,16.8,17.46,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.13,2.0,3.0,1.0,False,2.0,0.4,10.0,17.81,17.24,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.66,2.0,2.0,6.0,False,2.0,0.4,10.0,16.21,16.65,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.3,6.0,2.0,1.0,False,2.0,0.4,10.0,17.75,17.19,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,14.16,2.0,2.0,6.0,False,2.0,0.4,10.0,15.26,16.19,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.66,6.0,3.0,6.0,False,2.0,0.4,10.0,18.73,18.47,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,15.55,2.0,2.0,1.0,False,2.0,0.4,10.0,17.03,17.84,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.28,2.0,2.0,1.0,False,2.0,0.4,10.0,17.55,17.58,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,16.92,6.0,2.0,1.0,False,2.0,0.4,10.0,18.3,18.81,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.55,6.0,3.0,1.0,False,2.0,0.4,10.0,16.75,16.97,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.08,6.0,3.0,6.0,False,2.0,0.4,10.0,17.51,16.82,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,12.02,2.0,2.0,6.0,False,2.0,0.4,10.0,16.16,16.61,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.69,2.0,2.0,1.0,False,2.0,0.4,10.0,16.58,15.84,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.36,2.0,2.0,6.0,False,2.0,0.4,10.0,17.53,15.97,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,15.22,2.0,2.0,6.0,False,2.0,0.4,10.0,16.87,17.46,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.49,2.0,3.0,1.0,False,2.0,0.4,10.0,17.45,16.64,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,12.16,6.0,3.0,1.0,False,2.0,0.4,10.0,17.46,17.51,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,16.04,2.0,3.0,6.0,False,2.0,0.4,10.0,17.39,17.19,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,16.31,2.0,3.0,1.0,False,2.0,0.4,10.0,17.15,17.05,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,15.35,2.0,2.0,6.0,False,2.0,0.4,10.0,17.89,18.21,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,11.17,6.0,3.0,6.0,False,2.0,0.4,10.0,16.44,16.12,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,13.74,6.0,2.0,1.0,False,2.0,0.4,10.0,16.7,15.79,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.62,2.0,3.0,1.0,False,2.0,0.4,10.0,16.07,17.02,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.14,2.0,3.0,6.0,False,2.0,0.4,10.0,16.99,18.05,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.53,6.0,2.0,6.0,False,2.0,0.4,10.0,18.06,17.37,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,17.08,6.0,3.0,6.0,False,2.0,0.4,10.0,17.79,18.79,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,17.09,6.0,2.0,6.0,False,2.0,0.4,10.0,19.19,18.89,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.31,6.0,2.0,6.0,False,2.0,0.4,10.0,16.19,17.04,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,16.11,2.0,3.0,1.0,False,2.0,0.4,10.0,17.91,17.88,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.96,6.0,2.0,6.0,False,2.0,0.4,10.0,17.92,17.51,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,16.12,6.0,2.0,1.0,False,2.0,0.4,10.0,17.98,16.93,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.19,2.0,2.0,6.0,False,2.0,0.4,10.0,17.83,18.3,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,15.67,6.0,2.0,6.0,False,2.0,0.4,10.0,19.25,19.52,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,11.35,6.0,3.0,1.0,False,2.0,0.4,10.0,16.96,15.39,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.52,6.0,2.0,6.0,False,2.0,0.4,10.0,17.04,17.57,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.41,2.0,3.0,6.0,False,2.0,0.4,10.0,17.1,16.96,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,16.3,2.0,3.0,1.0,False,2.0,0.4,10.0,18.25,16.66,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,13.36,6.0,2.0,6.0,False,2.0,0.4,10.0,17.26,17.08,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.29,6.0,3.0,6.0,False,2.0,0.4,10.0,17.87,18.0,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,12.29,6.0,2.0,6.0,False,2.0,0.4,10.0,16.84,16.26,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,13.66,2.0,3.0,6.0,False,2.0,0.4,10.0,17.73,17.29,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,14.51,2.0,3.0,1.0,False,2.0,0.4,10.0,16.7,15.98,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.55,2.0,3.0,1.0,False,2.0,0.4,10.0,16.94,17.9,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,14.97,2.0,2.0,1.0,False,2.0,0.4,10.0,18.45,17.51,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.06,6.0,3.0,6.0,False,2.0,0.4,10.0,15.72,16.19,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,12.85,6.0,2.0,6.0,False,2.0,0.4,10.0,17.35,16.64,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.0,2.0,3.0,1.0,False,2.0,0.4,10.0,16.57,16.04,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,13.93,2.0,3.0,1.0,False,2.0,0.4,10.0,16.65,16.86,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,17.91,2.0,2.0,6.0,False,2.0,0.4,10.0,17.63,18.15,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,14.43,2.0,2.0,1.0,False,2.0,0.4,10.0,17.41,18.24,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.43,2.0,2.0,1.0,False,2.0,0.4,10.0,16.13,16.25,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,13.04,2.0,3.0,6.0,False,2.0,0.4,10.0,17.99,17.49,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,17.1,6.0,2.0,1.0,False,2.0,0.4,10.0,18.96,18.94,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.07,2.0,3.0,1.0,False,2.0,0.4,10.0,18.33,18.88,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.03,2.0,3.0,1.0,False,2.0,0.4,10.0,18.81,18.36,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,16.37,2.0,3.0,1.0,False,2.0,0.4,10.0,17.96,18.69,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,11.02,2.0,2.0,6.0,False,2.0,0.4,10.0,15.98,16.02,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,17.61,2.0,2.0,1.0,False,2.0,0.4,10.0,18.35,17.91,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,17.54,2.0,3.0,6.0,False,2.0,0.4,10.0,18.2,17.76,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.77,6.0,3.0,6.0,False,2.0,0.4,10.0,18.02,19.96,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,16.21,2.0,3.0,6.0,False,2.0,0.4,10.0,17.29,17.29,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.94,6.0,2.0,1.0,False,2.0,0.4,10.0,17.5,18.26,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,14.74,2.0,3.0,6.0,False,2.0,0.4,10.0,18.42,18.5,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,15.97,6.0,3.0,6.0,False,2.0,0.4,10.0,16.42,16.89,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.56,6.0,2.0,1.0,False,2.0,0.4,10.0,17.3,17.96,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,15.13,6.0,3.0,1.0,False,2.0,0.4,10.0,18.75,18.33,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.42,2.0,2.0,6.0,False,2.0,0.4,10.0,18.34,18.24,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,13.49,6.0,2.0,6.0,False,2.0,0.4,10.0,17.6,17.44,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,15.71,2.0,3.0,1.0,False,2.0,0.4,10.0,17.91,18.23,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,14.96,2.0,2.0,1.0,False,2.0,0.4,10.0,17.96,17.37,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.34,2.0,3.0,6.0,False,2.0,0.4,10.0,17.74,18.62,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,12.26,6.0,2.0,6.0,False,2.0,0.4,10.0,18.14,17.58,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.46,2.0,2.0,6.0,False,2.0,0.4,10.0,16.92,15.3,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,16.59,2.0,2.0,6.0,False,2.0,0.4,10.0,18.93,18.51,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,14.98,6.0,2.0,1.0,False,2.0,0.4,10.0,17.35,17.7,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,13.7,2.0,3.0,1.0,False,2.0,0.4,10.0,17.04,17.74,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.92,6.0,2.0,1.0,False,2.0,0.4,10.0,18.07,17.02,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,12.0,2.0,2.0,1.0,False,2.0,0.4,10.0,15.9,16.23,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.75,2.0,3.0,1.0,False,2.0,0.4,10.0,16.76,17.24,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,16.6,2.0,2.0,1.0,False,2.0,0.4,10.0,18.46,18.38,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,11.77,6.0,2.0,6.0,False,2.0,0.4,10.0,16.96,15.57,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,16.37,2.0,3.0,6.0,False,2.0,0.4,10.0,18.21,18.8,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,13.89,2.0,2.0,1.0,False,2.0,0.4,10.0,17.83,17.66,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,3.0
False,11.71,2.0,3.0,1.0,False,2.0,0.4,10.0,16.47,16.1,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,15.5,2.0,3.0,6.0,False,2.0,0.4,10.0,17.92,18.09,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,15.93,6.0,3.0,1.0,False,2.0,0.4,10.0,16.86,16.9,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,2.0
False,17.73,2.0,3.0,1.0,False,2.0,0.4,10.0,19.19,18.16,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,0.0
False,17.23,2.0,3.0,1.0,False,2.0,0.4,10.0,17.45,17.79,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
False,16.76,2.0,2.0,6.0,False,2.0,0.4,10.0,18.81,18.35,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,2.0
False,14.14,6.0,2.0,6.0,False,2.0,0.4,10.0,16.89,17.97,4.0,7.0,11.0,4.0,1.0,5.0,2.6564368901479383,0.0,3.0
False,12.86,6.0,2.0,6.0,False,2.0,0.4,10.0,16.4,16.98,4.0,7.0,11.0,4.0,1.0,2.0,2.6564368901479383,0.0,0.0
